,name,neighborhood,address,latitude,longitude,stars,review_count,categories
26780,"""Italian Oasis Pizzeria""",Eastside,"""953 E Sahara Ave, Ste E33""",36.14182872,-115.1421266,4.5,63,Food;Food Delivery Services;Restaurants;Pizza;Desserts
26855,"""McCall's Heartland Grill""",The Strip,"""2000 Las Vegas Blvd S""",36.147076,-115.1555371,3.5,122,American (Traditional);Restaurants;Bars;Seafood;Nightlife;Steakhouses
26884,"""Sonic Drive-In""",,"""6301 W Lake Mead Blvd""",36.1954371,-115.2307366,2,32,American (Traditional);Restaurants;Fast Food
26968,"""Aces""",Eastside,"""S Hall""",36.12840195,-115.152902,2,5,Food Stands;Restaurants
26980,"""Bowlology""",Summerlin,"""10870 W Charleston Blvd, Ste 140""",36.1609354,-115.3335366,4,189,Live/Raw Food;Food;Acai Bowls;Poke;Restaurants;Juice Bars & Smoothies
27026,"""PT's Gold""",Southwest,"""4880 Silverado Ranch Blvd""",36.0142033,-115.2070681,3,33,Pubs;Bars;Restaurants;Nightlife;American (Traditional)
27171,"""Lombardi's Romagna Mia""",The Strip,"""3663 Las Vegas Blvd S""",36.1105741,-115.1694168,3.5,280,American (New);Breakfast & Brunch;Pizza;American (Traditional);Restaurants;Italian
27183,"""Popeyes Louisiana Kitchen""",Southeast,"""5757 Wayne Newton Blvd""",36.08241227,-115.1481162,3.5,53,Chicken Wings;Fast Food;Restaurants
27203,"""Naked City Pizza Shop""",Westside,"""3240 S Arville St""",36.130804,-115.198971,4,523,Sandwiches;Restaurants;Italian;Chicken Wings;Pizza
27222,"""Tacos La Mexicana""",Chinatown,"""3675 S Decatur Blvd, Ste 1""",36.1229755,-115.2090921,3.5,40,Restaurants;Mexican
27310,"""Subway""",Summerlin,"""11700 W Charleston Blvd, Ste 140""",36.16010875,-115.3500865,5,3,Restaurants;Sandwiches;Fast Food
27426,"""Olocuilta Restaurant""",Downtown,"""1756 E Charleston Blvd""",36.1588442,-115.1259392,3,14,Mexican;Restaurants
27462,"""Tacos & Beer""",Eastside,"""3900 Paradise Rd, Ste A""",36.11926,-115.154634,4,846,Latin American;Restaurants;Tapas/Small Plates;Nightlife;Mexican;Bars;Cocktail Bars
27596,"""Solaro""",The Strip,"""3325 Las Vegas Blvd S""",36.12423118,-115.1682609,2.5,38,American (New);Restaurants;Burgers;Chicken Wings;Italian;Pizza
27603,"""Pad Thai Restaurant""",,"""860 S Rancho Dr, Ste 2""",36.1606158,-115.1747415,3.5,80,Thai;Restaurants
27604,"""McDonald's""",,"""1501 W Lake Mead Blvd""",36.1953052,-115.1611508,1.5,16,Restaurants;Burgers;Fast Food
27605,"""Settebello Pizzeria Napoletana""",Westside,"""9350 W Sahara Ave, Ste 170""",36.14726064,-115.2996586,4,329,Pizza;Italian;Restaurants
27661,"""Sushi Mon""",Southeast,"""9770 S Maryland Pkwy, Ste 3""",36.01173165,-115.1359823,4,929,Salad;Restaurants;Sushi Bars;Japanese
27690,"""G G Santi II""",The Strip,"""3355 Las Vegas Blvd S""",36.1220839,-115.1680316,3,4,Specialty Food;Food;Desserts;Candy Stores;Restaurants;Chocolatiers & Shops
27862,"""Shake Shack""",The Strip,"""3790 Las Vegas Blvd S""",36.10306126,-115.1734503,4,2549,Burgers;American (New);Restaurants
27922,"""Domino's Pizza""",Southeast,"""4966 S Maryland Pkwy""",36.0999219,-115.1364184,2,58,Restaurants;Pizza;Chicken Wings;Sandwiches
27936,"""Subway""",Northwest,"""7121 W Craig Rd, Ste 113""",36.2394009,-115.2493787,2.5,23,Restaurants;Fast Food;Sandwiches
28035,"""IHOP""",,"""4860 Boulder Hwy""",36.1155292,-115.0684871,3,40,Breakfast & Brunch;American (New);Restaurants;American (Traditional)
28042,"""A Wedding Chapel""",Downtown,"""1431 Las Vegas Blvd S""",36.1536253,-115.1505291,2,24,Restaurants;Wedding Chapels;Pizza;Event Planning & Services
28070,"""Dairy Queen Grill & Chill""",Anthem,"""10475 Spencer St""",35.99861625,-115.1271629,2,6,Fast Food;Ice Cream & Frozen Yogurt;Food;Restaurants;Burgers
28096,"""PDQ - Las Vegas: Sahara""",Westside,"""3010 W Sahara Ave""",36.1444632,-115.182113,4,212,Salad;Chicken Wings;Chicken Shop;Restaurants;Sandwiches;Fast Food
28098,"""El Pollo Loco""",Southwest,"""4292 Blue Diamond Rd""",36.0377169,-115.1976388,2,17,Mexican;Restaurants;Fast Food
28161,"""Taco Y Taco""",Eastside,"""3430 E Tropicana Ave""",36.1010489,-115.0999655,4,510,Vegetarian;Restaurants;Mexican
28205,"""The Diner at LVM Resort""",Southwest,"""8175 Arville St""",36.04089797,-115.1996833,4.5,135,Restaurants;Diners;Breakfast & Brunch;American (Traditional)
28428,"""Blue Ox Central""",Southeast,"""6000 S Eastern Ave""",36.08005713,-115.1182481,4,75,Bars;American (New);Sports Bars;Breakfast & Brunch;Nightlife;Restaurants
28458,"""Bruxie""",The Strip,"""3782 S Las Vegas Blvd, South Tenant Block, Bldg D1""",36.103262,-115.174101,4.5,907,Breakfast & Brunch;Food;Desserts;Restaurants;Waffles;Sandwiches
28459,"""Blue Ribbon - Las Vegas""",The Strip,"""3708 Las Vegas Blvd S""",36.1097544,-115.1738726,4,34,American (New);Venues & Event Spaces;Event Planning & Services;Restaurants;Cocktail Bars;Bars;Nightlife;Seafood
28460,"""The Buffet at Excalibur""",The Strip,"""Excalibur Hotel And Casino, 3850 S Las Vegas Blvd""",36.098909,-115.175557,2.5,309,Buffets;Breakfast & Brunch;Restaurants
28468,"""Samurai Sam's""",Spring Valley,"""4175 S Grand Canyon Dr, Ste 103""",36.113711,-115.307527,3,85,Japanese;Restaurants
28524,"""Carl's Jr""",The Strip,"""2001 Las Vegas Blvd S""",36.1479582,-115.1540116,2.5,26,Restaurants;Food;Fast Food
28598,"""Good Fella Korean Bistro""",Spring Valley,"""5035 S Fort Apache Rd, Ste 106""",36.0977765,-115.2975877,4.5,130,Restaurants;Asian Fusion;Nightlife;Bars;Korean
28609,"""Café Hollywood""",The Strip,"""3667 S Las Vegas Blvd""",36.1096949,-115.1701623,4,13,American (Traditional);Restaurants
28656,"""McDonald's""",Chinatown,"""5947 Spring Mountain Rd""",36.1252802,-115.2223961,3,11,Burgers;Fast Food;Restaurants
28731,"""Dairy Queen""",Westside,"""2205 S Rainbow Blvd""",36.1470494,-115.2434803,2.5,16,Restaurants;Food;Burgers;Ice Cream & Frozen Yogurt;Fast Food
28733,"""Center Cut Steakhouse""",The Strip,"""3555 Las Vegas Blvd S""",36.11643684,-115.1721598,3,210,Steakhouses;Restaurants
28857,"""Subway""",Westside,"""Jones Blvd, Ste 104""",36.1433102,-115.2253441,3,13,Restaurants;Fast Food;Sandwiches
28924,"""Subway""",Westside,"""4810 W Desert Inn Rd""",36.130335,-115.206002,2,15,Restaurants;Fast Food;Sandwiches
28954,"""Panda Express""",Chinatown,"""7017 Spring Mountain Rd""",36.1253148,-115.2463595,3,24,Restaurants;Chinese;Fast Food
28980,"""Broadway Pizzeria""",Downtown,"""840 S Rancho Dr, Ste 15""",36.1617046,-115.1734184,4,273,Salad;Italian;Pizza;Restaurants
29135,"""Luna Lounge""",The Strip,"""3057 Las Vegas Blvd""",36.13121914,-115.1639979,4,309,Tapas Bars;Bars;Restaurants;Hookah Bars;Lounges;Nightlife
29264,"""IHOP""",Westside,"""9480 W Sahara Ave""",36.1449426,-115.3011851,2.5,59,Restaurants;American (New);American (Traditional);Breakfast & Brunch
29265,"""Pizza Hut""",Northwest,"""7450 W. Cheyenne Ave, #102""",36.2190682,-115.2591191,1,10,Restaurants;Pizza
29273,"""Battista's Hole In the Wall""",The Strip,"""4041 Linq Ln""",36.115471,-115.1679201,3.5,983,Restaurants;Wine Bars;Nightlife;Italian;Bars
29305,"""Pinches Tacos""",Downtown,"""707 Fremont St""",36.1679797,-115.1379889,4,409,Mexican;Restaurants
29310,"""All-American Bar & Grille""",,"""3700 W Flamingo Rd""",36.117207,-115.188261,3,354,Nightlife;Restaurants;Seafood;Bars;Sports Bars;American (Traditional)
29358,"""Jack In the Box""",Southwest,"""3680 Blue Diamond Rd""",36.041506,-115.189211,3,9,Restaurants;Fast Food
29361,"""Andiron Steak & Sea""",South Summerlin,"""1720 Festival Plaza Dr""",36.152929,-115.333119,4,376,Steakhouses;American (New);Restaurants;Seafood
29496,"""Wendy's""",,"""7150 W Lake Mead Blvd""",36.1964407,-115.247962,2,28,Restaurants;Burgers;Fast Food;Hot Dogs
29571,"""Cornerstone""",,"""4000 W Flamingo Rd""",36.11681081,-115.1939212,4,47,Restaurants;Steakhouses;American (Traditional)
29582,"""Nevada Chicken Cafe""",Spring Valley,"""5130 S Fort Apache Rd, Ste 240""",36.0957458,-115.2967171,2.5,6,Sandwiches;Restaurants;American (New);Wraps
29677,"""Villa Fresh Italian Kitchen""",Southeast,"""5757 Wayne Newton Blvd""",36.08316031,-115.1452478,3,6,Restaurants;Italian
29678,"""China a Go Go""",Southeast,"""505 E Windmill Ln, Ste D""",36.041469,-115.151928,3.5,139,Chinese;Restaurants
29686,"""Applebee's Neighborhood Grill & Bar""",Westside,"""4605 W Charleston Blvd""",36.1586034,-115.2036871,2.5,86,Burgers;Bars;Nightlife;Chicken Wings;Restaurants;American (Traditional);Steakhouses;Sports Bars;Fast Food
29710,"""Tacos Los Toritos""",Eastside,"""2560 S Maryland Pkwy, Ste 9""",36.1427591,-115.1351284,4,29,Restaurants;Mexican
29783,"""Grape Street Cafe & Wine Bar""",South Summerlin,"""2120 Festival Plaza Dr, Ste 160""",36.14897962,-115.332966,3,279,Nightlife;Restaurants;Italian;Bars;Sandwiches;American (Traditional);Wine Bars;Seafood
29823,"""Buffet At Asia""",Eastside,"""4090 S Eastern Ave""",36.1152176,-115.1185659,2.5,226,Seafood;Restaurants;Asian Fusion;Chinese;Buffets
29833,"""Del Taco""",Spring Valley,"""7165 S Rainbow Rd""",36.0577755,-115.243734,3,37,Mexican;Restaurants;Fast Food
29841,"""Subway""",The Strip,"""3645 S Las Vegas Blvd""",36.1142391,-115.1727367,2,9,Sandwiches;Fast Food;Restaurants
29919,"""Jean Philippe Patisserie""",The Strip,"""3600 S Las Vegas Blvd""",36.11194592,-115.1768768,4,1184,Coffee & Tea;Cafes;Desserts;Food;Restaurants
29994,"""Port of Subs""",Southeast,"""5715 S Eastern Ave, Ste 102""",36.08564777,-115.1194259,4,27,Sandwiches;Caterers;Delis;Restaurants;Event Planning & Services
29997,"""Sonio's Cafe""",Westside,"""3900 W Charleston Blvd""",36.1593806,-115.1930038,4,120,Cafes;Restaurants;Salad;Chicken Shop;Mediterranean;Hot Dogs;Vegetarian;Diners;American (Traditional)
29998,"""Pizza Hut""",Sunrise,"""6895 E. Lake Mead Blvd., #1""",36.19418,-115.025472,2,12,Chicken Wings;Restaurants;Pizza
30009,"""Jamboree Bagel Bakery & Deli""",Centennial,"""5770 Centennial Center Blvd, Ste 145""",36.26623414,-115.2589717,5,14,Restaurants;Delis;Food;Bagels;Donuts;Bakeries
30080,"""Unlv Dining""",University,"""4505 S Maryland Pkwy""",36.1053148,-115.1388739,2.5,9,Restaurants
30144,"""Domino's Pizza""",Sunrise,"""4515 E Bonanza Rd""",36.1732657,-115.0773755,2,13,Sandwiches;Pizza;Chicken Wings;Restaurants
30207,"""Riva by Wolfgang Puck""",The Strip,"""3355 Las Vegas Blvd N""",36.12266174,-115.1701936,3,35,Restaurants;American (New)
30209,"""800 Degrees Pizzeria""",The Strip,"""2535 S Las Vegas Blvd""",36.1422754,-115.1562447,3.5,258,Pizza;Restaurants;Italian
30214,"""Subway""",Spring Valley,"""6530 S Decatur Blvd, Ste 125""",36.071196,-115.207463,2.5,10,Fast Food;Sandwiches;Restaurants
30253,"""Rocky's Philly Cheese Steaks""",Southeast,"""7400 Las Vegas Blvd S""",36.0549747,-115.1690569,1.5,15,Restaurants;Sandwiches;Fast Food
30388,"""Sunrise Casablanca""",Sunrise,"""6320 E Charleston Blvd""",36.1597521,-115.0346388,4,25,Nightlife;Bars;American (Traditional);Restaurants
30394,"""Carl's Jr""",Southeast,"""McCarran International Airport Terminal 3""",36.085488,-115.151185,2,12,Restaurants;Fast Food;Burgers
30450,"""Subway""",Centennial,"""6770 N Durango Dr""",36.283809,-115.2870808,2.5,24,Restaurants;Fast Food;Sandwiches
30510,"""Haifa Restaurant""",Eastside,"""900 E Karen Ave, Ste H102""",36.1405384,-115.1426059,3.5,12,Halal;Mediterranean;Moroccan;Kosher;Restaurants
30557,"""Pizza Noci""",Spring Valley,"""4970 S Fort Apache""",36.0985176,-115.2967111,2,3,Pizza;Restaurants
30561,"""Margaritaville Casino""",The Strip,"""3555 South Las Vegas Blvd""",36.1163474,-115.1723373,4,56,Nightlife;American (New);Music Venues;Restaurants;Bars;Arts & Entertainment;Casinos
30562,"""HEXX kitchen + bar""",The Strip,"""3655 Las Vegas Blvd S""",36.112279,-115.172397,4,1313,Food;Cocktail Bars;American (New);Nightlife;Bars;Restaurants;Desserts
30634,"""Cicis""",,"""3059 N Rainbow Blvd""",36.21514769,-115.2427679,3,53,American (Traditional);Desserts;Italian;Buffets;Food;Pizza;Restaurants
30683,"""Carlos'n Charlie's""",The Strip,"""3555 S Las Vegas Blvd""",36.11641838,-115.1713448,2,372,Cocktail Bars;Nightlife;Restaurants;Mexican;Bars
30705,"""Jack in the Box""",Northwest,"""7151 W Craig Rd""",36.2381728,-115.2502154,3,22,Burgers;Restaurants;Fast Food
30713,"""Subway""",,"""3991 Dean Martin Dr""",36.11881893,-115.1820052,3.5,8,Sandwiches;Fast Food;Restaurants
30744,"""2 Scoops of Aloha LV""",Southeast,"""5030 Paradise Rd""",36.0985273,-115.1484459,3.5,33,Breakfast & Brunch;Food;Hawaiian;Seafood;Food Delivery Services;Restaurants
30746,"""Time-Out Sports Bar & Grill""",Westside,"""6138 W Charleston Blvd""",36.1599831,-115.2252589,4,38,Food;American (Traditional);Sports Bars;Nightlife;Bars;Beer;Wine & Spirits;Restaurants
30771,"""Subway""",Westside,"""3140 S Valley View Blvd""",36.13284279,-115.1896319,4,5,Restaurants;Fast Food;Sandwiches
30854,"""Las Pupusas Restaurant""",Southeast,"""7680 S Las Vegas Blvd, Ste 203""",36.05037409,-115.1713206,3.5,34,Salvadoran;Seafood;Restaurants;Mexican;Burgers;Latin American
30864,"""Mrs Geez Southern Home Cooking""",Westside,"""2605 S Decatur Blvd, Ste 122""",36.1429701,-115.20935,3,4,Southern;Restaurants
30896,"""Garden Court Buffet""",,"""200 N Main St""",36.17409732,-115.1451099,3.5,478,Buffets;Restaurants
30897,"""Pan Asian express""",The Strip,"""3950 Las Vegas Blvd S""",36.09230082,-115.1757475,1.5,15,Pan Asian;Food;Ethnic Food;Imported Food;Restaurants;Asian Fusion;Specialty Food
30953,"""Bottiglia Cucina & Enoteca""",Anthem,"""2300 Paseo Verde Pkwy""",36.020696,-115.0901928,4,340,Bars;Nightlife;Restaurants;Event Planning & Services;Italian;Venues & Event Spaces;Wine Bars
30965,"""Arawan Thai Bistro and Dessert""",Eastside,"""953 E Sahara Ave, Ste E-14""",36.14228575,-115.1425208,4.5,634,Restaurants;Desserts;Thai;Food;Seafood
30975,"""The Halal Guys""",Chinatown,"""3755 Spring Mountain Rd, Ste 101""",36.12593687,-115.1897434,3.5,449,Food;Specialty Food;Middle Eastern;Mediterranean;Restaurants;Halal
30995,"""Little Caesars Pizza""",Eastside,"""1155 E Twain Ave""",36.1209019,-115.138783,2,7,Pizza;Restaurants
31007,"""El Pollo Mobile""",Westside,"""2520 Arville St""",36.1437864,-115.2002935,4.5,59,Food Stands;Tacos;Restaurants;Chicken Shop;Mexican
31008,"""Don Tortaco""",Southwest,"""7424 S Rainbow Blvd""",36.05338873,-115.2424458,2.5,35,Restaurants;Mexican
31027,"""Grotto Ristorante""",Downtown,"""129 E Fremont St""",36.170349,-115.144946,4,425,Bars;Food;Italian;Pizza;American (Traditional);Restaurants;Nightlife;Beer;Wine & Spirits
31033,"""El Pollo Loco""",Centennial,"""7096 N Durango Dr""",36.28963659,-115.2874428,2.5,67,Mexican;Fast Food;Restaurants
31084,"""Jack In the Box""",Summerlin,"""7510 W Lake Mead Blvd""",36.1964629,-115.2603772,3,28,Restaurants;Fast Food
31170,"""DW Bistro""",Spring Valley,"""9275 W Russell Rd, Ste 190""",36.08429338,-115.2938782,4.5,1092,Bars;Restaurants;American (Traditional);Cocktail Bars;American (New);New Mexican Cuisine;Caribbean;Nightlife
31173,"""Noodle Shop""",The Strip,"""3950 S Las Vegas Blvd""",36.09194095,-115.1753788,2,440,Thai;Szechuan;Chinese;Asian Fusion;Restaurants
31211,"""Carl's Jr""",Downtown,"""2035 E Charleston Blvd""",36.15919,-115.1192878,2,7,Fast Food;Restaurants
31216,"""Los Molcajetes""",,"""1553 N Eastern Ave""",36.1879385,-115.1166005,4,143,Mexican;Restaurants
31281,"""Perk Up Coffee Shop""",Southwest,"""11370 Southern Highlands Pkwy, Ste 100""",35.9829421,-115.1903878,4,137,Coffee & Tea;Restaurants;Breakfast & Brunch;Food
31334,"""McDonald's""",Spring Valley,"""8635 Spring Mountain Rd""",36.1257455,-115.2718422,2,46,Restaurants;Burgers;Fast Food
31432,"""Chipotle Mexican Grill""",Spring Valley,"""4916 S Fort Apache Rd, Ste 102""",36.09899906,-115.2961846,3,71,Mexican;Fast Food;Restaurants
31470,"""El Pollo Loco""",Southeast,"""440 E Silverado Ranch Blvd""",36.0138196,-115.1536846,3,62,Fast Food;Restaurants;Mexican
31472,"""Cheffinis Hot Dogs- THE CART""",Downtown,"""520 Fremont St""",36.169116,-115.139599,4,97,Hot Dogs;Restaurants
31477,"""Payless Pizza #2 and Ribs""",,"""5785 W Tropicana Ave""",36.0994932,-115.2201335,4,327,Barbeque;Food;Pizza;Italian;American (New);American (Traditional);Restaurants;Salad
31490,"""Del Frisco's Double Eagle Steak House""",Eastside,"""3925 Paradise Rd""",36.11798158,-115.1554386,4.5,1249,Restaurants;Steakhouses
31506,"""Del Taco""",Spring Valley,"""5180 S Fort Apache Rd""",36.0945483,-115.2967261,2,13,Mexican;Restaurants
31564,"""Chipotle Mexican Grill""",,"""2023 E Lake Mead Blvd""",36.1954224,-115.1190126,4,4,Restaurants;Mexican;Fast Food
31569,"""Capriotti's Sandwich Shop""",Northwest,"""4949 N Rancho Dr""",36.2490667,-115.2429424,3.5,16,Restaurants;Sandwiches
31699,"""JC Cuisine""",University,"""4550 S Maryland Pkwy, Ste 9""",36.1067927,-115.1364724,3.5,22,Chinese;Restaurants;Sushi Bars
31748,"""Joe Maxx Coffee""",Southeast,"""500 E Windmill Ln, Ste 175""",36.04303425,-115.1513232,4.5,129,Sandwiches;Coffee & Tea;Patisserie/Cake Shop;Restaurants;Vegan;Cafes;Food;Breakfast & Brunch;Bagels;Ice Cream & Frozen Yogurt
31777,"""Little Pampanga Filipino Cuisine""",Southeast,"""6325 E Russell Rd""",36.08336379,-115.0340341,4,15,Filipino;Restaurants
31836,"""I Am Thai Cuisine""",Southeast,"""310 E Warm Springs Rd, Ste G""",36.0572622,-115.157722,4.5,163,Food;Restaurants;Thai
31911,"""California Pizza Kitchen""",Southeast,"""5757 Wayne Newton Blvd""",36.08146611,-115.1377659,2.5,173,American (Traditional);Salad;Restaurants;Pizza;Soup
32046,"""Fiamma Italian Kitchen""",The Strip,"""3799 Las Vegas Blvd S""",36.1022507,-115.1699679,4,775,Nightlife;Wine Bars;Bars;Italian;Restaurants
32117,"""Wendy's""",Northwest,"""6732 W Cheyenne Ave""",36.2185864,-115.2437707,2,18,Fast Food;Restaurants;Burgers
32329,"""Waterside Cafe""",Westside,"""221 N Rampart Blvd""",36.17447391,-115.2923214,2,6,Cafes;Restaurants
32351,"""Sierra Gold""",Summerlin,"""2400 N Buffalo Dr, Ste 125""",36.20398165,-115.2599314,3.5,80,Gastropubs;American (New);Sports Bars;Bars;Restaurants;Venues & Event Spaces;Nightlife;Pubs;Event Planning & Services
32713,"""Roberto's Taco Shop""",Sunrise,"""2875 S Nellis Blvd, Ste A2""",36.1374298,-115.0670067,3.5,35,Mexican;Restaurants;Fast Food
32714,"""Panera Bread""",Spring Valley,"""7240 S Rainbow Blvd""",36.05714557,-115.2422076,2.5,48,Sandwiches;Restaurants;Salad;Soup
32738,"""The Green Regime""",Southeast,"""5835 S Eastern Ave, Ste 101""",36.08384149,-115.119734,4.5,56,Salad;Restaurants;Food;Juice Bars & Smoothies;Food Stands;Sandwiches
32878,"""Jack in the Box""",,"""3311 S Nellis Blvd""",36.12879654,-115.0658122,3.5,12,Burgers;Restaurants;Fast Food
33066,"""Teriyaki Boy Healthy Grill""",Southeast,"""9055 S Eastern Ave, Ste 1-B""",36.0253639,-115.1189835,3.5,213,Japanese;Restaurants;Asian Fusion;Fast Food
33067,"""El Pollo Loco""",,"""6131 W Lake Mead Blvd""",36.1953261,-115.2250414,2,25,Mexican;Fast Food;Restaurants
33097,"""Public House""",The Strip,"""3355 Las Vegas Blvd S""",36.122828,-115.169206,3.5,614,Gastropubs;Restaurants
33107,"""Philippine Gardens Karaoke Restaurant and Lounge""",Chinatown,"""4300 Spring Mountain Rd, Ste 103""",36.1267513,-115.1977733,2.5,4,Filipino;Nightlife;Restaurants;Karaoke
33140,"""Nove Italiano""",,"""4321 W Flamingo Rd""",36.114483,-115.194814,4,475,Restaurants;Italian
33142,"""Soho Sushi Burritos""",University,"""4505 S Maryland Pkwy""",36.1053148,-115.1388739,3.5,21,Japanese;Asian Fusion;Restaurants;Mexican
33172,"""Port of Subs""",Summerlin,"""1910 Village Center Cir, Ste 5""",36.19323563,-115.3041717,4,34,Sandwiches;Restaurants;Delis
33186,"""Pizza Hut""",Westside,"""931 S Rainbow Blvd""",36.160725,-115.2453617,2.5,22,Pizza;Restaurants
33237,"""Five Star Tavern""",,"""2425 N Rainbow Blvd""",36.2037503,-115.242497,3,24,Bars;Arts & Entertainment;Restaurants;American (Traditional);Beer;Wine & Spirits;Nightlife;Food;Sports Bars;Casinos
33245,"""Ital-Spain Restaurant""",Southeast,"""5715 S Pecos Rd""",36.0858719,-115.1015031,3.5,3,Italian;Mexican;Restaurants;Spanish
33257,"""Sweets Raku""",Chinatown,"""5040 W Spring Mountain Rd, Ste 3""",36.12642695,-115.209914,4.5,857,Desserts;American (Traditional);Bars;Food;Restaurants;Wine Bars;Nightlife
33304,"""The Sandwich Spot""",Northwest,"""3250 N Tenaya Way, Ste 104""",36.219859,-115.250331,4.5,321,Delis;Cafes;Sandwiches;Restaurants
33343,"""Omelet House""",,"""6520 Boulder Hwy""",36.08272331,-115.031537,4,225,Restaurants;American (Traditional);Breakfast & Brunch
33408,"""Suki Hana""",The Strip,"""3200 Las Vegas Blvd, #3110""",36.1272241,-115.1715512,2.5,9,Japanese;Restaurants
